time,cargo x,cargo y,cargo z,cargo alpha,cargo beta,cargo gamma,phi1,phi2,phi3,phi4,current1,current2,current3,current4,r1 x,r1 y,r1 z,r2 x,r2 y,r2 z,r3 x,r3 y,r3 z,r4 x,r4 y,r4 z
1136,-0.106025375,-0.384469777,0.073575221,-0.000524933,0.000536908,0.365097374,2.11536119,4.557193389,6.115598193,1.664758531,0.578434188,0.517388097,0.610907591,0.49954277,0.57369864,0.614757061,1.012946367,-0.571791708,-1.315625429,-0.259144366,-0.869822562,-1.154923081,0.942515731,0.883027971,-2.353051662,-2.302855492
1137,-0.106411755,-0.383104146,0.073539339,-0.000481808,0.000506339,0.363270193,2.15536119,4.608944142,6.160981312,1.719438275,0.579503269,0.517887603,0.611020788,0.500918966,0.574359417,0.616866291,1.012718558,-0.57190907,-1.315493345,-0.259087145,-0.870744288,-1.15708673,0.941191196,0.883183718,-2.353015661,-2.304399967
1138,-0.106818043,-0.381860614,0.07348752,-0.000403818,0.000442506,0.361536264,2.19536119,4.660931296,6.206004644,1.775419747,0.58046445,0.518360785,0.611076203,0.502108637,0.574786901,0.618873119,1.012455821,-0.572062016,-1.315359712,-0.25902909,-0.871539474,-1.159074426,0.940333009,0.883334994,-2.352975368,-2.305868864
1139,-0.107170515,-0.38065061,0.073454,-0.000369143,0.000421378,0.359898925,2.23536119,4.713157963,6.250759125,1.832913062,0.581070027,0.518722893,0.611172295,0.503420788,0.575124204,0.620479286,1.012155771,-0.572252572,-1.315224409,-0.25897029,-0.872252107,-1.161306858,0.939180136,0.883454919,-2.352931738,-2.307401657
1140,-0.107503071,-0.379530728,0.073413678,-0.00031906,0.000381401,0.358385861,2.27536119,4.765620277,0.012151516,1.892090499,0.582841469,0.519002227,0.611246366,0.503947148,0.57599479,0.623103082,1.011812329,-0.572486579,-1.315088034,-0.258910239,-0.872357249,-1.162903309,0.937920034,0.883511961,-2.352885008,-2.308384418
1141,-0.107803293,-0.378374964,0.073394544,-0.000318878,0.000383404,0.356871665,2.31536119,4.818305257,0.056641301,1.952090499,0.583452256,0.519210149,0.61137806,0.505081473,0.576405346,0.624647915,1.011431098,-0.572767138,-1.314954519,-0.258853167,-0.872873724,-1.164805889,0.935444176,0.883481145,-2.352840424,-2.310564041
1142,-0.108096078,-0.377263278,0.073368311,-0.00030281,0.000365924,0.355425626,2.35536119,4.871188787,0.101128417,2.012090499,0.58502289,0.519358268,0.611512561,0.506551116,0.577094972,0.62717396,1.011006355,-0.573094308,-1.31483674,-0.258805722,-0.873558581,-1.167113066,0.933402121,0.883463323,-2.352817774,-2.313311338
1143,-0.108402327,-0.376226366,0.073328584,-0.000255252,0.000314163,0.354060858,2.39536119,4.92423389,0.145692439,2.072090499,0.584980518,0.519462168,0.611624463,0.506692979,0.576907516,0.628203809,1.010534167,-0.57346952,-1.314741492,-0.258774996,-0.873425007,-1.168155074,0.931448042,0.883479118,-2.352831841,-2.316707373
1144,-0.108663,-0.375233859,0.0733018,-0.000234991,0.000285932,0.352833152,2.43536119,4.977388676,0.190404991,2.132090499,0.586743285,0.51945051,0.611765091,0.507514745,0.577572167,0.63083744,1.010018349,-0.573894799,-1.314661741,-0.258757263,-0.873276889,-1.17037499,0.929686904,0.883492112,-2.352864265,-2.318371296
1145,-0.108932786,-0.374189168,0.073293038,-0.000259966,0.000291907,0.351552486,2.47536119,5.030587552,0.235329352,2.192090499,0.587281778,0.51941443,0.611946595,0.508336466,0.577906013,0.632205307,1.009459257,-0.574364722,-1.314593554,-0.258751661,-0.873537123,-1.171762705,0.92811811,0.883539259,-2.35290432,-2.321862459
1146,-0.10920658,-0.373245865,0.073257186,-0.000217666,0.00023487,0.350415945,2.51536119,5.083750946,0.280521134,2.252090499,0.587662142,0.519319342,0.612071898,0.508719994,0.577861786,0.633607507,1.008857727,-0.574880242,-1.31453681,-0.258757114,-0.873400331,-1.173107505,0.926971555,0.883619189,-2.352952003,-2.325600386
1147,-0.109490529,-0.372351199,0.073231541,-0.000194571,0.000192464,0.349348664,2.55536119,5.136788168,0.326026308,2.312090499,0.589001273,0.519179488,0.612181873,0.510189966,0.578135133,0.635809481,1.008212566,-0.575435042,-1.314491391,-0.258775175,-0.873876572,-1.175454378,0.925919652,0.883802593,-2.353006124,-2.328894615
1148,-0.109826282,-0.371485919,0.073209897,-0.000180085,0.000154919,0.348260641,2.59536119,5.189601832,0.371881884,2.372090499,0.58918887,0.519059714,0.61226215,0.511037422,0.578229308,0.636675835,1.007530928,-0.576026976,-1.314457655,-0.258804649,-0.874143839,-1.177037477,0.924531162,0.884041488,-2.353068113,-2.331884384
1149,-0.110159755,-0.37071535,0.073181361,-0.000139965,9.88E-05,0.347307175,2.63536119,5.242091963,0.418116159,2.432090499,0.589120803,0.518876985,0.612303994,0.510507542,0.578022957,0.637393892,1.00681138,-0.57664901,-1.314435601,-0.258845031,-0.873432755,-1.177590013,0.922732294,0.88439405,-2.353139162,-2.33630991
1150,-0.110469468,-0.369963169,0.073169798,-0.000134296,7.45E-05,0.346439987,2.67536119,5.294163444,0.464748789,2.492090499,0.589728986,0.51862403,0.612365277,0.510514534,0.577904642,0.638860643,1.006062627,-0.577303588,-1.314424753,-0.258897901,-0.872837007,-1.178789377,0.921349466,0.884777188,-2.353218794,-2.340014696
1151,-0.110765152,-0.369195044,0.073165625,-0.000153185,7.01E-05,0.345607936,2.71536119,5.345733479,0.511792263,2.552090499,0.590500334,0.518328156,0.612452716,0.510120338,0.577999532,0.64032352,1.005290747,-0.577981114,-1.314424872,-0.258963645,-0.872091711,-1.17943573,0.919556379,0.885178089,-2.353311539,-2.343544245
1152,-0.111045144,-0.368409038,0.073165432,-0.000178582,6.74E-05,0.344818473,2.75536119,5.396738375,0.559253142,2.612090499,0.58998365,0.517989672,0.612559644,0.509862324,0.577734828,0.640530944,1.004496694,-0.57867527,-1.314433575,-0.259040445,-0.87149471,-1.179991007,0.918551743,0.885658741,-2.353439331,-2.348542452
1153,-0.111350179,-0.367699742,0.073153988,-0.000166511,2.88E-05,0.344118774,2.79536119,5.447139711,0.6071337,2.672090499,0.589922832,0.517654994,0.612606072,0.509973562,0.577436566,0.641238034,1.003694534,-0.579376876,-1.314447403,-0.259136468,-0.870957255,-1.181281686,0.917014658,0.886190951,-2.353613138,-2.350531816
1154,-0.111656725,-0.367011189,0.073148757,-0.000168949,5.03E-06,0.343472719,2.83536119,5.496928622,0.655432527,2.732090499,0.590257405,0.517309977,0.612646229,0.509359437,0.577293873,0.642258883,1.002890587,-0.580088079,-1.314467311,-0.259249687,-0.870283663,-1.18134141,0.91587615,0.886669338,-2.353836775,-2.356996059
1155,-0.111950666,-0.366305083,0.073149793,-0.000191306,-8.03E-07,0.342858106,2.87536119,5.546128654,0.704146315,2.792090499,0.590346532,0.516952347,0.612708457,0.509536815,0.577176571,0.642954051,1.002091885,-0.580797434,-1.314493537,-0.259386927,-0.869662046,-1.182798624,0.914766252,0.887117267,-2.354094505,-2.358326912
1156,-0.112298325,-0.365669906,0.073141664,-0.000176747,-3.88E-05,0.342270195,2.91536119,5.594796361,0.75327174,2.852090499,0.590157048,0.516661296,0.612705922,0.51057362,0.57695049,0.643341243,1.001306772,-0.581493199,-1.314530015,-0.259546012,-0.870363533,-1.183778644,0.914117098,0.887590468,-2.354357004,-2.363481998
1157,-0.112720907,-0.36510241,0.073133856,-0.000137012,-8.12E-05,0.341656893,2.95536119,5.643020423,0.802806555,2.912090499,0.5903933,0.516463993,0.612638922,0.51172364,0.576782465,0.644050896,1.000537395,-0.582169354,-1.314577341,-0.259718895,-0.870781183,-1.18558383,0.913427889,0.88810122,-2.354625225,-2.364484549
1158,-0.113154665,-0.364554137,0.073129088,-0.000117564,-9.96E-05,0.341047555,2.99536119,5.690920294,0.852751066,2.972090499,0.590471479,0.516294745,0.612576762,0.511005113,0.576655388,0.644440711,0.999788165,-0.582828104,-1.314631224,-0.259917259,-0.870183468,-1.185572386,0.912416756,0.888572037,-2.355008841,-2.368528605
1159,-0.113564722,-0.364002407,0.073131435,-0.000120099,-9.97E-05,0.340484411,3.03536119,5.738643476,0.903110004,3.032090499,0.590295985,0.516122985,0.61279964,0.510622787,0.576515377,0.644651175,0.999069929,-0.583466947,-1.314918876,-0.260348201,-0.86969471,-1.185996532,0.911599219,0.888949692,-2.355231285,-2.370957613
1160,-0.113984302,-0.363463819,0.07313329,-0.000119229,-0.000105543,0.339957505,3.07536119,5.786361727,0.953893897,3.077627173,0.590387502,0.515986164,0.61296463,0.51074478,0.576420665,0.645093977,0.998382688,-0.584076166,-1.315167189,-0.260773838,-0.869657815,-1.1866225,0.910886526,0.88927871,-2.355494022,-2.373041391
1161,-0.114431091,-0.362943262,0.073131308,-0.000114552,-0.000119395,0.339457363,3.11536119,5.834267462,1.005121114,3.117627173,0.590408682,0.51590566,0.613435089,0.510842104,0.576331377,0.645372152,0.997729361,-0.584651709,-1.315709949,-0.261524886,-0.869663715,-1.187088728,0.910374165,0.889576912,-2.35593462,-2.374868631
1162,-0.114893846,-0.362440079,0.073130526,-0.000110944,-0.000131594,0.339002967,3.15536119,5.882570027,1.056817748,3.157627173,0.590343071,0.515866247,0.61378737,0.510412277,0.576247811,0.645577312,0.997111261,-0.585187852,-1.316155434,-0.262257934,-0.869352043,-1.187210083,0.910209,0.889874697,-2.356602192,-2.376625776
1163,-0.115362212,-0.361946583,0.073130555,-0.000112277,-0.00013974,0.338597357,3.19536119,5.931491051,1.109019966,3.197627173,0.590392603,0.515857923,0.614133409,0.510281615,0.576274872,0.645743608,0.996529102,-0.585686803,-1.316609383,-0.263054222,-0.869266212,-1.187469006,0.909707308,0.890162587,-2.357223511,-2.377628565
1164,-0.115839459,-0.361464024,0.073129438,-0.000114042,-0.000148051,0.338239551,3.23536119,5.981258793,1.16177757,3.237627173,0.590185403,0.515885418,0.614816175,0.509781187,0.576155126,0.645723641,0.995984256,-0.58614713,-1.317367077,-0.264203459,-0.868931651,-1.187414169,0.909794271,0.890415609,-2.357793331,-2.377699852
1165,-0.116320707,-0.360990852,0.073131092,-0.000120909,-0.000154661,0.337963164,3.27536119,6.03210103,1.215150947,3.277627173,0.589590322,0.515939591,0.615319885,0.508575577,0.575795591,0.645365477,0.995477915,-0.58657074,-1.317988396,-0.265264064,-0.86801815,-1.186970234,0.910290837,0.890568376,-2.358482599,-2.376724005
1166,-0.116801657,-0.360529959,0.073137067,-0.000131394,-0.000162471,0.337811142,3.31536119,6.084235577,1.269226315,3.317627173,0.588368483,0.516011623,0.61687012,0.506882039,0.575005054,0.644517481,0.995013952,-0.586953521,-1.319546103,-0.267202765,-0.866724133,-1.186079621,0.911363423,0.890641332,-2.359354496,-2.375044107
1167,-0.117325991,-0.360108674,0.07314644,-0.000135447,-0.000184334,0.337829769,3.35536119,6.137858368,1.32409779,3.357627173,0.586585753,0.516133051,0.618128492,0.504826826,0.573812723,0.643166661,0.994587302,-0.587298334,-1.3209095,-0.269109517,-0.865152657,-1.185079098,0.912926495,0.890670598,-2.360411167,-2.372400999
1168,-0.11786858,-0.359737426,0.073162206,-0.000128815,-0.000200639,0.338027984,3.39536119,6.193127678,1.379884532,3.397627173,0.583991079,0.516272019,0.619609315,0.502322598,0.572061777,0.641130269,0.994196773,-0.587604403,-1.322542071,-0.271237165,-0.863078833,-1.183863401,0.914637148,0.89066571,-2.361102104,-2.367807865
1169,-0.118527226,-0.359468728,0.073185198,-8.10E-05,-0.000254948,0.33848083,3.43536119,6.250147938,1.436725193,3.437627173,0.580678278,0.516515579,0.621043191,0.500368639,0.569753289,0.638380408,0.993841171,-0.587871075,-1.324312329,-0.273525119,-0.861621916,-1.182997108,0.916362882,0.890598595,-2.362113953,-2.362406254
1170,-0.119379111,-0.359332383,0.073242746,5.86E-05,-0.000334247,0.339258552,3.47536119,0.0257662,1.494802541,3.477627173,0.576891666,0.516919131,0.62353137,0.497485726,0.567008018,0.63502574,0.993513405,-0.5881055,-1.327254772,-0.27693522,-0.85946852,-1.18173027,0.917952776,0.890576482,-2.363073349,-2.355723619
1171,-0.120561056,-0.359279692,0.073404036,0.00033884,-0.000438345,0.34058404,3.51536119,0.0857662,1.554287438,3.517627173,0.572924349,0.517587205,0.624845333,0.495020053,0.563948333,0.631238043,0.993212163,-0.588302791,-1.329576969,-0.279973149,-0.857785821,-1.180871964,0.919535697,0.890620112,-2.363814354,-2.348259449
1172,-0.122574024,-0.359159917,0.073870331,0.001077667,-0.000503457,0.343540639,3.55536119,0.1457662,1.614287438,3.557627173,0.56898162,0.518859769,0.623826323,0.492055079,0.560443223,0.626922727,0.992963493,-0.588430226,-1.330973148,-0.282168984,-0.855890095,-1.179824829,0.921306968,0.890736878,-2.364709377,-2.339725256
1173,-0.124929018,-0.359634399,0.074105062,0.000983981,7.25E-05,0.347543865,3.59536119,0.2057662,1.674287438,3.597627173,0.565546572,0.520205992,0.623255207,0.489469724,0.556946576,0.62257129,0.992792904,-0.588470161,-1.333337069,-0.285466254,-0.854294479,-1.179304361,0.923084438,0.890863538,-2.365052462,-2.330181122
1174,-0.126552001,-0.360626638,0.073981017,0.00109211,0.000351989,0.350881934,3.63536119,0.2657662,1.734287438,3.637627173,0.56175071,0.520966852,0.62247996,0.486657214,0.553275645,0.617981136,0.992663682,-0.588474929,-1.334887981,-0.288075,-0.852666974,-1.178429604,0.925117373,0.89091146,-2.366213083,-2.321003675
1175,-0.128190249,-0.362144589,0.074102126,0.001143289,0.000481413,0.354869395,3.67536119,0.3257662,1.794287438,3.677627173,0.558467936,0.521718775,0.621515405,0.483577032,0.549591482,0.613359451,0.992561996,-0.588455856,-1.336592674,-0.290651709,-0.850966871,-1.177327275,0.927129567,0.890888453,-2.367386341,-2.31350112
1176,-0.130280197,-0.36455065,0.074390158,0.000444801,0.000278844,0.361439258,3.720268577,0.3857662,1.854287438,3.717627173,0.556450219,0.522596919,0.6199762,0.480361386,0.5459885,0.608802557,0.99247396,-0.58841455,-1.33910203,-0.293784261,-0.84923929,-1.176052809,0.928990602,0.890822649,-2.368274927,-2.3075459
1177,-0.131326705,-0.368655533,0.073037773,0.001775726,0.000298513,0.38230148,3.770509724,0.4457662,1.914287438,3.757627173,0.556870243,0.519847777,0.616225106,0.480821275,0.542419732,0.604284465,0.992397785,-0.588354528,-1.342884183,-0.298576802,-0.84760958,-1.174718857,0.930961967,0.890727758,-2.368309498,-2.302907705
1178,-0.131814584,-0.369813859,0.072792396,0.001543519,0.001236539,0.390717119,3.82073481,0.5057662,1.974287438,3.797627173,0.553574107,0.518830047,0.615542594,0.48048139,0.53903228,0.600005805,0.992350817,-0.58826834,-1.344748497,-0.301209122,-0.845988333,-1.173343658,0.933396578,0.890629053,-2.369040489,-2.299102545
1179,-0.132637888,-0.370933473,0.073663376,0.00164105,0.000982568,0.392468125,3.870814132,0.5657662,2.034287438,3.837627173,0.550167836,0.519484033,0.6187708,0.477870609,0.535774291,0.595839858,0.992314875,-0.588152111,-1.348625898,-0.306098014,-0.844425321,-1.171948552,0.935429811,0.890526414,-2.369852066,-2.296017647
1180,-0.13430129,-0.374341667,0.073452048,0.001823443,0.000943184,0.401848704,3.920633184,0.6257662,2.094287438,3.877627173,0.550294541,0.519601629,0.615897509,0.475868353,0.532745421,0.591980577,0.99228245,-0.587994754,-1.350225806,-0.308724523,-0.84299922,-1.170613289,0.937625647,0.890410423,-2.371550322,-2.293594599
1181,-0.134914458,-0.376520425,0.073551409,-0.000350959,0.000802207,0.406964123,3.970097918,0.6857662,2.154287438,3.917627173,0.548359503,0.51950672,0.61647268,0.474631538,0.529998243,0.588472486,0.992256641,-0.587791324,-1.352647066,-0.312289387,-0.841696441,-1.169363737,0.939918637,0.890271842,-2.372991323,-2.291681767
1182,-0.135776252,-0.379089862,0.074344218,0.000875381,0.001125715,0.410960346,4.019136603,0.7457662,2.214287438,3.957627173,0.547788602,0.519654305,0.617734632,0.472516353,0.527529776,0.585300267,0.992217958,-0.587568164,-1.355436087,-0.316397846,-0.84053731,-1.168227792,0.942273259,0.890001714,-2.374969006,-2.290198088
1183,-0.13577047,-0.38342759,0.072794653,0.001708112,0.000535284,0.425625652,4.067695131,0.8057662,2.274287438,3.997627173,0.549683616,0.517496302,0.615512277,0.473958655,0.525237918,0.582367063,0.992210448,-0.587268651,-1.357547879,-0.319704264,-0.83956486,-1.167259097,0.944414914,0.889801919,-2.376393318,-2.289090157
1184,-0.136067614,-0.384040475,0.073363043,0.001281542,0.000493479,0.426739663,4.115773404,0.8657662,2.334287438,4.037627173,0.547161177,0.51780141,0.617207567,0.472880468,0.523112237,0.579648018,0.992313445,-0.586790562,-1.359400272,-0.322790623,-0.838703632,-1.166417122,0.946603835,0.890019119,-2.378360748,-2.288167477
1185,-0.136982158,-0.385355353,0.073995352,0.001340653,0.000678509,0.428894848,4.163374315,0.9257662,2.394287438,4.077627173,0.54623666,0.518497045,0.617820722,0.471548772,0.521256387,0.577265143,0.992417634,-0.586255074,-1.361100316,-0.325677723,-0.838026166,-1.165748715,0.948650718,0.890269518,-2.379978657,-2.287511349
1186,-0.138155967,-0.387134492,0.074179642,0.000960947,0.000443902,0.432218373,4.210522002,0.9857662,2.454287438,4.117627173,0.546309154,0.51941526,0.618784455,0.470467953,0.519625664,0.575177908,0.992641509,-0.585474908,-1.363784671,-0.329633355,-0.837587714,-1.165305734,0.95065558,0.89069134,-2.381081343,-2.287177086
