time,cargo x,cargo y,cargo z,cargo alpha,cargo beta,cargo gamma,phi1,phi2,phi3,phi4,current1,current2,current3,current4,r1 x,r1 y,r1 z,r2 x,r2 y,r2 z,r3 x,r3 y,r3 z,r4 x,r4 y,r4 z
9998,1.434037805,1.247029305,0.073735096,0.001227526,0.000385558,0.882685006,5.668606387,5.465896446,0.297881725,3.21231436,0.561055048,0.504330897,0.58859579,0.507003174,1.622200608,2.410426617,2.27037859,1.828297019,0.297691792,0.835620046,1.274792552,0.13135089,0.875019014,0.862655878,-2.466111422,-1.601538539
9999,1.434414029,1.24600625,0.073733963,0.001238942,0.000425001,0.881066859,5.721610607,5.515479003,0.343754867,3.25231436,0.561352376,0.503019922,0.588842907,0.504397346,1.622084618,2.410229921,2.268425703,1.825985193,0.297608674,0.835553408,1.274996161,0.132846713,0.874949574,0.863020122,-2.466119766,-1.600791931
10000,1.434702039,1.245227575,0.073742606,0.001210902,0.000454413,0.879617691,5.773997925,5.564518634,0.389970371,3.29231436,0.561437875,0.501529784,0.589117165,0.501369426,1.621937394,2.409996986,2.266504049,1.82373476,0.297513694,0.835477054,1.275319695,0.135012716,0.87488693,0.863527954,-2.466130733,-1.59963882
10001,1.434929132,1.2446872,0.073724955,0.001055731,0.000455546,0.878316045,5.825726391,5.613084997,0.436551633,3.33231436,0.561277744,0.500021266,0.58943946,0.498055522,1.621752143,2.409725666,2.26475811,1.821689129,0.29740712,0.835391283,1.275719285,0.137732282,0.874904513,0.864148378,-2.466145039,-1.59822762
10002,1.435100317,1.244351864,0.073696546,0.000833086,0.000425601,0.877135932,5.876789325,5.66127746,0.483514766,3.37231436,0.560915069,0.498499607,0.589804856,0.494511883,1.621539712,2.409420013,2.263163328,1.819809079,0.297284156,0.835295498,1.27615428,0.140912876,0.874955118,0.864748478,-2.466177225,-1.596498132
10003,1.43522644,1.244191289,0.073691539,0.000637548,0.000399409,0.876044095,5.92721421,5.7092222,0.530869404,3.41231436,0.560403513,0.497007373,0.590234074,0.490899993,1.621308446,2.409090996,2.261680841,1.818105698,0.297132939,0.835181296,1.276807427,0.144267261,0.875000358,0.865385771,-2.46624279,-1.59458077
10004,1.435314417,1.244200826,0.073704764,0.000464641,0.000385595,0.875026047,5.977059688,5.757067399,0.578619798,3.45231436,0.559756881,0.495780087,0.590774994,0.487265484,1.621068478,2.408753157,2.260511398,1.816739678,0.296922922,0.835016549,1.277448177,0.147835374,0.875057518,0.865899265,-2.466310978,-1.592337012
10005,1.435352087,1.244348168,0.073731616,0.000296621,0.000344714,0.874068856,6.026411582,5.804981869,0.626766281,3.49231436,0.559027139,0.494745188,0.591484239,0.483757915,1.620838284,2.408427477,2.259566784,1.815633178,0.296588778,0.834743023,1.278020978,0.151421919,0.875105381,0.866262853,-2.466359854,-1.590136528
10006,1.435309529,1.244612932,0.073763423,0.000112877,0.000277817,0.873186469,6.07537835,5.853150486,0.675307112,3.53231436,0.558260923,0.494014943,0.592359141,0.480545532,1.620630383,2.408131599,2.25889802,1.814857841,0.296099752,0.834342241,1.278603077,0.154806495,0.875156879,0.866636634,-2.466475487,-1.587946296
10007,1.435197115,1.245007634,0.073809527,-7.37E-05,0.0002117,0.87237525,6.124086816,5.901771818,0.724240387,3.57231436,0.557471356,0.493536836,0.593215926,0.47766943,1.620465875,2.407887459,2.258485556,1.814383864,0.295614243,0.83395344,1.279266357,0.157933682,0.875178337,0.86692369,-2.466527939,-1.58565259
10008,1.435008764,1.245553732,0.073872797,-0.000277492,0.000146581,0.871622562,6.172678434,5.951053524,0.773563832,3.61231436,0.556660988,0.493344037,0.594460241,0.475191829,1.620363355,2.407714128,2.258374453,1.814245343,0.294826657,0.833316505,1.279828191,0.160807103,0.875143468,0.867027223,-2.46669817,-1.583296776
10009,1.434732676,1.246189117,0.073927507,-0.000431989,7.21E-05,0.870982707,6.221305938,6.001207432,0.823278254,3.65231436,0.55589375,0.493172314,0.595844914,0.473326618,1.620304227,2.407602072,2.258347988,1.814205885,0.293886542,0.832545459,1.280313849,0.163123533,0.875112057,0.867047906,-2.466660023,-1.581180215
10010,1.434361696,1.246805072,0.07394816,-0.000519855,-8.39E-05,0.870555937,6.270131035,6.052440016,0.873388006,3.69231436,0.555242927,0.492969201,0.597045264,0.471823936,1.620253444,2.407510519,2.258328199,1.814175129,0.292968929,0.831792831,1.280631065,0.165073186,0.87511462,0.867054403,-2.466639757,-1.579344869
10011,1.433827519,1.247419,0.073993199,-0.000593994,-0.000368922,0.870376289,0.036138027,6.104942121,0.923902368,3.73231436,0.554705063,0.492735796,0.598726799,0.470643626,1.620205164,2.407424212,2.258309841,1.814147234,0.291491747,0.830605626,1.280884862,0.166685164,0.875124693,0.867058218,-2.466249704,-1.577656984
10012,1.432231188,1.248710275,0.074197896,0.000471404,0.000283596,0.870725453,0.085874417,6.158871048,0.974837219,3.77231436,0.554192158,0.492063767,0.600498843,0.470179102,1.620163918,2.407346249,2.25829339,1.814121008,0.289497674,0.828989565,1.281036854,0.167818457,0.87513572,0.867061317,-2.465906858,-1.576336622
10013,1.42902422,1.250250816,0.074422896,-0.000293007,-0.000122581,0.871164799,0.136338362,6.214349372,1.026213572,3.81231436,0.553669061,0.491758801,0.601555381,0.47027244,1.620135307,2.407284498,2.258279562,1.814098358,0.287013918,0.82698077,1.281125307,0.168560788,0.875146687,0.867063642,-2.46593523,-1.575461507
10014,1.424820065,1.251753688,0.073622227,0.000496606,-0.003190414,0.871222615,0.18772196,6.271463739,1.078051235,3.85231436,0.553709254,0.49253871,0.600130948,0.469810384,1.620118856,2.40723896,2.258265972,1.8140769,0.285313725,0.825576365,1.281147957,0.16887477,0.875158668,0.867065966,-2.465480804,-1.575129747
10015,1.423393726,1.252424955,0.073755868,0.000320321,-0.00229525,0.871982992,0.240224612,0.046988338,1.130406731,3.89231436,0.553622753,0.491988532,0.602534796,0.470180195,1.620113969,2.407207966,2.258249998,1.814052582,0.282743245,0.823470294,1.28115654,0.168971628,0.875172555,0.86706841,-2.464841843,-1.575069904
10016,1.420886993,1.252942801,0.074141569,-0.000480371,-0.00029695,0.873976707,0.294060625,0.106988338,1.1833327,3.93231436,0.554187067,0.491231245,0.604390879,0.470559732,1.620122194,2.407191515,2.258240938,1.814035773,0.27985999,0.821048558,1.2811656,0.169037595,0.875189304,0.867070556,-2.463673353,-1.575063229
10017,1.415212631,1.254052877,0.073375046,0.0002732,-0.003228062,0.87503314,0.349461039,0.166988338,1.23686875,3.97231436,0.555431917,0.492599451,0.602744115,0.469823493,1.62013948,2.407185555,2.258243799,1.814034462,0.277096301,0.818743527,1.281174541,0.169102058,0.875210643,0.86707288,-2.462735176,-1.575066209
10018,1.413122416,1.255150676,0.074099638,8.62E-05,-0.00175683,0.87589848,0.406636229,0.226988338,1.291131727,4.01231436,0.555372058,0.492021326,0.605419098,0.470625154,1.620167375,2.407191515,2.258258581,1.814046264,0.274198234,0.816329479,1.281183004,0.169164807,0.875237286,0.867076337,-2.4616189,-1.575071096
10019,1.409918189,1.255777836,0.073971435,-0.00056123,0.000741762,0.877824426,0.465833793,0.286988338,1.346209179,4.05231436,0.556130167,0.491492481,0.606565305,0.470825741,1.620206833,2.407211781,2.258289099,1.814077258,0.271498531,0.814036489,1.281191707,0.169230089,0.875270128,0.867081285,-2.460006714,-1.575076222
10020,1.406503558,1.256817937,0.074216306,-0.000404614,-0.00481174,0.879044771,0.525833793,0.346988338,1.402197796,4.09231436,0.557006418,0.492587531,0.606058247,0.470954041,1.620255828,2.407242537,2.258332968,1.81412375,0.26909247,0.812032938,1.281200409,0.169296116,0.875310481,0.867088854,-2.458310127,-1.575081229
10021,1.404775739,1.257160425,0.074171945,-0.000225495,-0.002120765,0.879742146,0.585833793,0.406988338,1.459279781,4.13231436,0.557470372,0.492387441,0.608491741,0.470920296,1.620316625,2.407286406,2.258391142,1.814186573,0.266433626,0.809800327,1.281209111,0.169363335,0.875359297,0.867099464,-2.456477642,-1.575086713
10022,1.401176453,1.258001089,0.073924102,-0.001283269,0.000649836,0.881619513,0.645833793,0.466988338,1.51759105,4.17231436,0.558190799,0.491910164,0.60905965,0.471324288,1.62039125,2.407339334,2.25846386,1.814267039,0.264053851,0.807839751,1.281217694,0.169430882,0.875436842,0.867114186,-2.454654694,-1.57509172
10023,1.396978378,1.259467006,0.074006543,0.000364748,-0.005426297,0.882581711,0.705833793,0.526988338,1.577328767,4.21231436,0.559344708,0.493516687,0.610160132,0.47132069,1.620480776,2.407396317,2.258547544,1.814360261,0.259959191,0.804404974,1.281225681,0.169497967,0.875570059,0.867133439,-2.452602625,-1.575096607
10024,1.394383311,1.260216951,0.074377194,0.00011004,-0.00244192,0.884425759,0.765833793,0.586988338,1.637328767,4.25231436,0.560105179,0.492927705,0.612239525,0.47183701,1.620584726,2.407461405,2.258645535,1.814472795,0.257077485,0.802016377,1.281234384,0.169568837,0.87574923,0.867168963,-2.450401306,-1.575101852
10025,1.389007092,1.260900021,0.074056134,-0.000848134,-0.00781621,0.886344671,0.825833793,0.646988338,1.697328767,4.29231436,0.562183396,0.495031685,0.610243382,0.471524097,1.620695829,2.407539368,2.258782387,1.814633369,0.254399091,0.79975003,1.281242967,0.16964224,0.875948966,0.867226481,-2.448566198,-1.57510674
10026,1.386885762,1.262359381,0.073884465,0.0001483,-0.003957814,0.887707055,0.885833793,0.706988338,1.757328767,4.33231436,0.56218708,0.493957041,0.612565573,0.472408095,1.620806575,2.407611847,2.259009838,1.814889193,0.251992375,0.797787726,1.281251073,0.169715956,0.876099288,0.867280722,-2.446764231,-1.575111628
10027,1.384947538,1.262815356,0.074027844,-0.000142718,-0.001941491,0.888607025,0.945833793,0.766988338,1.817328767,4.37231436,0.562933436,0.494317844,0.616368831,0.472616015,1.621020555,2.407793999,2.259384155,1.815311551,0.248124063,0.794514239,1.281260014,0.16979292,0.876282394,0.867320418,-2.444616079,-1.575117111
10028,1.381035924,1.263935685,0.07377129,-0.002073798,0.000439557,0.891135454,1.005833793,0.826988338,1.877328767,4.41231436,0.564129911,0.494138701,0.616553164,0.473559805,1.621346354,2.408119202,2.259777546,1.815763712,0.245890766,0.792623162,1.281268477,0.169872403,0.876461565,0.867314756,-2.442827463,-1.575121641
10029,1.376907468,1.265006065,0.074198343,-0.000330579,-0.000663328,0.892704666,1.065833793,0.886988338,1.937328767,4.45231436,0.566519754,0.496060571,0.618263681,0.473547184,1.621867537,2.408671618,2.260420322,1.816502452,0.241844624,0.78928411,1.281277657,0.169955358,0.876826346,0.867237508,-2.441473007,-1.575127482
10030,1.374505281,1.265943408,0.074067965,-0.00030665,-0.000736102,0.894167602,1.125833793,0.946988338,1.997328767,4.49231436,0.568400133,0.497099491,0.619163821,0.474042373,1.622768164,2.409672022,2.261242151,1.817452312,0.239685044,0.787535429,1.28128624,0.170040905,0.87707448,0.867119133,-2.440016031,-1.57513237
10031,1.372360587,1.266914606,0.074044086,-0.000245185,-0.000868998,0.895674706,1.185833793,1.006988338,2.057328767,4.53231436,0.569898706,0.498317405,0.622568015,0.474640255,1.623505831,2.410437107,2.26227951,1.818643332,0.23579143,0.784252763,1.2812953,0.170129597,0.877246797,0.866856992,-2.438602448,-1.575137734
10032,1.370405078,1.268007994,0.073952168,-0.000421807,-0.00099796,0.897201359,1.245833793,1.066988338,2.117328767,4.577745591,0.572488813,0.499245984,0.623144079,0.475434117,1.625070333,2.412250042,2.263279676,1.819760799,0.234235153,0.78302294,1.281304836,0.170222715,0.87746805,0.866573453,-2.437876701,-1.575143695
10033,1.368609905,1.269144773,0.073927596,-0.000296069,-0.001041737,0.898829937,1.305833793,1.126988338,2.177328767,4.624624329,0.574099482,0.5009339,0.62887234,0.476255071,1.626074076,2.413227558,2.264855146,1.821593404,0.228787586,0.77853626,1.281314969,0.17032522,0.877392232,0.866248965,-2.437283754,-1.575152993
10034,1.365901828,1.270617962,0.073955886,-7.77E-05,-0.000849355,0.901566446,1.365833793,1.186988338,2.237328767,4.671419738,0.576093004,0.501668014,0.629535471,0.477346088,1.62701869,2.414118528,2.265989542,1.8228544,0.226711527,0.776777089,1.281324744,0.170445859,0.87706387,0.866211057,-2.435952187,-1.575162172
10035,1.364145756,1.27166307,0.073813282,-0.000453646,-0.001206131,0.903087854,1.425833793,1.246988338,2.297328767,4.718183579,0.578665632,0.503618507,0.631311123,0.478126594,1.628640652,2.415890932,2.267640591,1.824767351,0.224329829,0.774833739,1.28133595,0.17058675,0.876867771,0.866121113,-2.43532443,-1.575173259
10036,1.362588286,1.272763968,0.073757388,-0.000426438,-0.00131132,0.904724896,1.485833793,1.306988338,2.357328767,4.764962878,0.58034611,0.505263576,0.635297177,0.478927563,1.629695296,2.416941404,2.269217491,1.826582074,0.220434412,0.771466613,1.281347156,0.170747384,0.876835048,0.865645945,-2.434015512,-1.575184107
10037,1.361157656,1.273873687,0.073671617,-0.000522994,-0.001370267,0.906339347,1.545833793,1.366988338,2.417328767,4.811801218,0.581615911,0.507091177,0.634885068,0.479764022,1.630524635,2.417755365,2.270956516,1.828600049,0.220001325,0.771155953,1.281358957,0.170926571,0.876646936,0.864914358,-2.433493376,-1.57519567
10038,1.36020565,1.274929285,0.073561437,-0.000702626,-0.001355197,0.907584369,1.605833793,1.426988338,2.477328767,4.858737875,0.584364223,0.508903297,0.636518109,0.480586452,1.632524014,2.41997838,2.272778749,1.830664635,0.218375489,0.769768775,1.281371236,0.171126112,0.876490295,0.864109159,-2.432645082,-1.575207233
10039,1.359436989,1.276051283,0.073461384,-0.000874406,-0.001312744,0.908635974,1.665833793,1.486988338,2.537328767,4.905805513,0.586805817,0.510243219,0.640046883,0.481465247,1.634532094,2.422041893,2.274305582,1.832417607,0.215474546,0.767293632,1.281384468,0.17134501,0.875850737,0.863063097,-2.431809664,-1.57521987
10040,1.358479142,1.277246475,0.073497638,-0.000780755,-0.001452976,0.910053253,1.725833793,1.546988338,2.597328767,4.953030728,0.587382657,0.51215779,0.641473968,0.482369878,1.63507545,2.422547579,2.276239395,1.834625483,0.214036882,0.766052127,1.281397343,0.171586171,0.87582463,0.861832738,-2.430968285,-1.575231433
10041,1.357764363,1.278389454,0.073378444,-0.000869104,-0.001286805,0.911263227,1.785833793,1.606988338,2.657328767,5.000434128,0.589106285,0.514481183,0.641354506,0.483239089,1.636545181,2.424036503,2.278433323,1.837262511,0.213973358,0.765947163,1.28141129,0.171846941,0.875743389,0.861087918,-2.430699587,-1.575244308
10042,1.357385635,1.279756308,0.073306076,-0.001049842,-0.00113099,0.912480056,1.845833793,1.666988338,2.717328767,5.048027283,0.590111359,0.516362381,0.641717554,0.48439216,1.63778913,2.425232887,2.280638218,1.839807868,0.213888079,0.765801907,1.281426311,0.172131807,0.875550866,0.860489607,-2.43000102,-1.575256944
10043,1.357159019,1.28120482,0.073298521,-0.001157357,-0.001066564,0.913869858,1.905833793,1.726988338,2.777328767,5.095817845,0.589854707,0.520564232,0.642071153,0.485640455,1.638216972,2.42549324,2.284465551,1.844298482,0.213947758,0.765724063,1.281443715,0.172444686,0.875712454,0.860082805,-2.428841352,-1.575260282
10044,1.357080102,1.282741785,0.073285818,-0.001183222,-0.000992846,0.915497184,1.962927623,1.786988338,2.837328767,5.143808677,0.589730864,0.521526222,0.642162487,0.486951199,1.638704181,2.425950527,2.286274672,1.846509576,0.214224234,0.765931904,1.281467557,0.172822371,0.876095176,0.860051036,-2.429234028,-1.575263143
10045,1.357075572,1.28422308,0.073263571,-0.001165671,-0.000909958,0.917184532,2.002927623,1.846988338,2.897328767,5.191999515,0.589524685,0.522852033,0.642188981,0.488131419,1.63913238,2.426301003,2.288318157,1.84901464,0.214617327,0.76610297,1.281504631,0.173290417,0.876561224,0.85935843,-2.428964376,-1.575204849
10046,1.357116699,1.285606742,0.073224999,-0.001127001,-0.000815437,0.918773115,2.042927623,1.895689794,2.957328767,5.240386798,0.590085246,0.525266891,0.641979781,0.489085537,1.640039682,2.42719698,2.29106307,1.852249146,0.21524334,0.766441464,1.281558633,0.17388314,0.87678206,0.858062446,-2.428020954,-1.575013995
10047,1.357261539,1.287026167,0.073201835,-0.001106636,-0.000737612,0.920404851,2.082927623,1.935689794,3.017328767,5.288963225,0.589436593,0.525193635,0.64187036,0.489950828,1.640157461,2.427227974,2.292174816,1.85370183,0.215829551,0.766828775,1.281613588,0.174640507,0.877433598,0.857447922,-2.427376747,-1.574831128
10048,1.357403636,1.288322449,0.073171422,-0.00106468,-0.000665124,0.921940506,2.122927623,1.975689794,3.077328767,5.337720505,0.589553935,0.526751177,0.641957146,0.490494234,1.640777707,2.427805185,2.294263363,1.856279016,0.216138363,0.767068565,1.281681895,0.175589085,0.877658665,0.856704831,-2.427378893,-1.574533224
10049,1.357598543,1.289632797,0.073156953,-0.00105898,-0.000616523,0.923451006,2.162927623,2.015689794,3.137328767,5.386648256,0.590307265,0.527124936,0.641851865,0.490870915,1.641795278,2.428867579,2.295537472,1.857990026,0.216733113,0.767450631,1.28175807,0.176742941,0.878004968,0.855760753,-2.426971912,-1.574170589
10050,1.357833982,1.290956736,0.0731415,-0.001067526,-0.000575709,0.924845457,2.202927623,2.055689794,3.197328767,5.43573568,0.590363193,0.527732071,0.641855939,0.491044412,1.642446399,2.429446936,2.296969891,1.859879375,0.217312351,0.767761528,1.281843781,0.178118184,0.878384471,0.854790986,-2.426347733,-1.573725224
10051,1.358105063,1.292295337,0.073139682,-0.001074688,-0.000555093,0.926300645,2.242927623,2.095689794,3.240158581,5.484971939,0.589716763,0.527852947,0.641996244,0.491041838,1.642632365,2.429515123,2.298162222,1.861392021,0.217746794,0.768030286,1.28193903,0.179710031,0.878978193,0.853543878,-2.426388264,-1.573293447
10052,1.358381033,1.293617368,0.073146515,-0.001074257,-0.000544474,0.927731156,2.282927623,2.135689794,3.280158581,5.534346854,0.589900103,0.529422131,0.642007103,0.490828823,1.643266797,2.430274963,2.300214291,1.864024043,0.218302131,0.76840651,1.282072544,0.181494683,0.8797158,0.852814913,-2.426319838,-1.572772622
10053,1.358775258,1.295150995,0.073187359,-0.0011567,-0.000575343,0.929349959,2.322927623,2.175689794,3.320158581,5.583850714,0.59056292,0.528908708,0.642282362,0.490692204,1.644299626,2.431527615,2.301177025,1.865266681,0.218754008,0.768722475,1.282231092,0.183491305,0.880037367,0.852109969,-2.426489592,-1.572168589
10054,1.359154582,1.296661735,0.073184319,-0.001172332,-0.000565279,0.930781424,2.362927623,2.215689794,3.360158581,5.633475784,0.591245725,0.529492712,0.64239928,0.490315043,1.645378232,2.432782412,2.302666903,1.867373586,0.219315857,0.769221961,1.282467961,0.185643703,0.880062342,0.851893961,-2.4267838,-1.571392775
10055,1.359679699,1.298437357,0.07325884,-0.001294227,-0.00062874,0.932518423,2.402927623,2.255689794,3.400158581,5.683215357,0.590033223,0.532682328,0.6426331,0.490142267,1.64537251,2.432736874,2.306203604,1.871710658,0.219931275,0.769776523,1.282758355,0.187962919,0.880583763,0.851361156,-2.427114487,-1.570416212
10056,1.360409975,1.300457358,0.073343746,-0.001359035,-0.000640597,0.934727371,2.442927623,2.295689794,3.440158581,5.733064814,0.589295001,0.531773201,0.64278312,0.490115298,1.645711184,2.433217287,2.307458639,1.873199224,0.220850021,0.77043736,1.283011079,0.190503612,0.88085705,0.850935757,-2.427172899,-1.569275737
10057,1.360947251,1.302176118,0.073270902,-0.001231373,-0.000574878,0.936469853,2.482927623,2.335689794,3.480158581,5.783021719,0.589584379,0.531120198,0.642346552,0.489450533,1.646653771,2.434280634,2.308384657,1.874649525,0.222026959,0.771367788,1.283305645,0.193212673,0.8806023,0.851046503,-2.427374601,-1.568048477
10058,1.361608505,1.30412221,0.073353879,-0.001345581,-0.000589762,0.938264847,2.522927623,2.375689794,3.520158581,5.833085128,0.590218341,0.532736314,0.641981699,0.488985038,1.647950172,2.435740232,2.310932875,1.878000498,0.223279521,0.772458255,1.283611655,0.196071237,0.880546391,0.851175487,-2.428007841,-1.566724062
10059,1.362731218,1.306725502,0.073526874,-0.001284267,-0.000513847,0.94058162,2.562927623,2.415689794,3.560158581,5.883256607,0.589076542,0.531558209,0.641461472,0.48917811,1.648432493,2.436303139,2.31240201,1.879842877,0.225180104,0.77406776,1.28389883,0.199080557,0.881431401,0.850601494,-2.428389072,-1.565279126
10060,1.363401055,1.308583736,0.073353022,-0.001163594,-0.000443351,0.942121983,2.602927623,2.455689794,3.600158581,5.93353887,0.588126849,0.530757701,0.639602233,0.488278691,1.648641467,2.436679602,2.313368797,1.88125217,0.227562502,0.776132941,1.284313083,0.202154234,0.882073641,0.850120664,-2.429376364,-1.563610315
10061,1.364488363,1.311025262,0.073661566,-0.001446024,-0.000418107,0.943896592,2.642927623,2.495689794,3.640158581,5.9839379,0.587718489,0.531880566,0.637393439,0.488112641,1.649542928,2.437961578,2.315932751,1.884766817,0.230737984,0.778952777,1.284666896,0.205380604,0.882728159,0.850093484,-2.430753231,-1.56163919
10062,1.366306663,1.314319491,0.073838674,-0.001122176,-0.000199254,0.946286678,2.682927623,2.535689794,3.680158581,6.034462911,0.587456153,0.530061949,0.635131104,0.488833783,1.651140809,2.439913034,2.317640781,1.886824131,0.234647393,0.782415509,1.285114765,0.208660975,0.882715225,0.848787963,-2.432077169,-1.559498191
10063,1.367506981,1.316827059,0.07364963,-0.001054663,7.97E-05,0.947303712,2.722927623,2.575689794,3.720158581,6.085121811,0.585354188,0.528053979,0.631282114,0.488355962,1.651383519,2.440095186,2.318273306,1.88773191,0.23926346,0.786472321,1.285616755,0.211984664,0.883020341,0.847755611,-2.433249474,-1.557233334
10064,1.370697856,1.321561456,0.073453419,-0.001359682,-0.000813247,0.948045075,2.762927623,2.615689794,3.760158581,6.135932337,0.581953618,0.526989423,0.629411547,0.490215111,1.652630091,2.441699505,2.321152925,1.891567826,0.244501084,0.791026115,1.285960913,0.215632394,0.883372426,0.847540259,-2.434269428,-1.554960012
10065,1.373589635,1.325161457,0.071976498,-0.000291568,-0.000386451,0.948227823,2.802927623,2.655689794,3.800158581,6.186904269,0.582473757,0.530443118,0.62594622,0.490198087,1.65578258,2.445725203,2.326692581,1.897847295,0.250319511,0.796090722,1.286439896,0.219384015,0.883746028,0.846003234,-2.435256481,-1.552420974
10066,1.37939775,1.331672549,0.071151488,-0.001829371,0.002409373,0.94906193,2.842927623,2.695689794,3.840158581,6.238069015,0.575772108,0.52302417,0.626473994,0.494351045,1.657097816,2.44734621,2.328228712,1.899531484,0.256610543,0.801523745,1.287023902,0.223309338,0.883977652,0.846484363,-2.435812473,-1.549468756
10067,1.379959702,1.3323102,0.072222903,-0.001115992,0.001599969,0.94894743,2.882927623,2.735689794,3.880158581,0.006229869,0.578252676,0.525597333,0.61833441,0.49092392,1.659029365,2.449764729,2.33003068,1.902007103,0.263510376,0.807428002,1.287461162,0.227602601,0.884074986,0.847413898,-2.436333895,-1.546586037
10068,1.385904193,1.338691235,0.073681891,-0.001045787,0.005619396,0.947279811,2.922927623,2.775689794,3.920158581,0.05780485,0.576213118,0.524822855,0.618980216,0.494166454,1.663500905,2.455296993,2.334880829,1.907997847,0.270513386,0.813428998,1.287965655,0.232067928,0.884620309,0.848411798,-2.436794758,-1.543483257
10069,1.391678333,1.344886899,0.072631754,-0.000254465,0.00267605,0.946228921,2.962927623,2.815689794,3.960158581,0.109625108,0.569681352,0.522818414,0.617450887,0.496326932,1.664824724,2.456823826,2.338575125,1.912259221,0.277599216,0.819517136,1.28851831,0.236790791,0.885672748,0.848473191,-2.437498569,-1.54022634
10070,1.393020153,1.345941782,0.072691172,-0.000200165,0.002647983,0.945808768,3.002927623,2.855689794,4.000158581,0.161673326,0.571954042,0.523615655,0.609335261,0.492812977,1.667386055,2.459978104,2.339986563,1.91412735,0.285238147,0.826053381,1.289038062,0.241719767,0.886260509,0.848506868,-2.438225508,-1.536643267
10071,1.399815083,1.352314353,0.072955899,0.001216252,0.005570899,0.942886114,3.042927623,2.895689794,4.040158581,0.214001931,0.566052941,0.522735116,0.610315055,0.495008087,1.669905186,2.463080406,2.344863892,1.919890761,0.292344987,0.83215785,1.289624333,0.246765673,0.8866539,0.84827137,-2.439125538,-1.532845855
10072,1.404481411,1.356582165,0.073713347,0.001092174,-0.001244928,0.942883313,3.082927623,2.935689794,4.080158581,0.266611479,0.562739028,0.524194286,0.606262636,0.49541144,1.671405911,2.464859962,2.349163771,1.924693465,0.299417287,0.838241875,1.290093184,0.251896948,0.886517882,0.849088907,-2.440142393,-1.529054046
10073,1.407599926,1.358209133,0.072404675,0.000350075,0.004873715,0.942572951,3.122927623,2.975689794,4.120158581,0.319482922,0.561234754,0.522093948,0.601370333,0.492996677,1.672877669,2.466645479,2.350650549,1.926531672,0.306614399,0.844434559,1.290681601,0.256888449,0.885940909,0.850160837,-2.441121578,-1.525377989
10074,1.414778829,1.363806009,0.072432414,0.00095228,0.007825142,0.94173795,3.162927623,3.015689794,4.160158581,0.372662773,0.554431296,0.520043616,0.602180983,0.495540986,1.674167752,2.468168736,2.355115414,1.931769848,0.313423574,0.850298822,1.291232467,0.261670291,0.885631502,0.850951135,-2.442382813,-1.521468282
10075,1.416116834,1.364202619,0.072460666,0.000360114,0.006773594,0.941888034,3.202927623,3.055689794,4.200158581,0.426079881,0.554356168,0.520565875,0.594901015,0.492122518,1.674799562,2.468916893,2.356171608,1.933014393,0.319919556,0.855880201,1.291705966,0.266168803,0.88539356,0.851027906,-2.443795204,-1.517816424
10076,1.4220258,1.368302941,0.0729886,0.005628738,-0.000312752,0.940731585,3.242927623,3.095689794,4.240158581,0.47975385,0.549685112,0.521387057,0.593091754,0.492421321,1.675330281,2.469529867,2.359659433,1.937163949,0.325755239,0.860841513,1.292119503,0.270263702,0.88512224,0.851264715,-2.445086956,-1.514276624
10077,1.426181912,1.369618416,0.074081503,0.002225236,0.001709407,0.940422893,3.282927623,3.135689794,4.280158581,0.533650532,0.546076401,0.522154828,0.591132154,0.492426581,1.675528526,2.469757795,2.362846613,1.940763354,0.331114054,0.86543709,1.292528868,0.273846149,0.884929001,0.85195905,-2.446851015,-1.51068759
10078,1.429981828,1.369435906,0.074970037,0.001032842,0.002847286,0.941602409,3.322927623,3.175689794,4.320158581,0.587712753,0.544605879,0.521180445,0.588053487,0.491397049,1.675539136,2.469766617,2.364000559,1.942185998,0.335935801,0.869578004,1.292898178,0.276810616,0.884881198,0.852641046,-2.448643446,-1.507410407
10079,1.437514305,1.369957447,0.07742022,0.009009831,0.024643809,0.945176959,3.362927623,3.215689794,4.360158581,0.641914823,0.542725816,0.517516379,0.59237776,0.492602951,1.675524235,2.469747543,2.367246151,1.946017027,0.340047777,0.873080432,1.293192267,0.279152572,0.884873152,0.853843153,-2.450704575,-1.504278302
10080,1.439082146,1.367894173,0.075758927,0.002095721,0.014571073,0.949420691,3.402927623,3.255689794,4.400158581,0.696160813,0.543860586,0.518298242,0.585107557,0.491673526,1.675508261,2.46972537,2.368046284,1.946794987,0.343862593,0.876333177,1.293452144,0.280742943,0.884873033,0.855232239,-2.452480316,-1.501546264
10081,1.443686843,1.367781281,0.085271269,0.016232019,0.028278852,0.94767648,3.442927623,3.295689794,4.440158581,0.750383592,0.545385945,0.519863618,0.588664956,0.491336947,1.675490618,2.469698429,2.369851828,1.948933005,0.346842855,0.878856301,1.293634892,0.281546354,0.884873867,0.856202602,-2.454360485,-1.499665737
10082,1.446121335,1.368338704,0.08508534,0.01626767,0.025501583,0.947162926,3.482927623,3.335689794,4.480158581,0.804521556,0.543617942,0.519578492,0.587158829,0.492351512,1.675469041,2.469666243,2.370517254,1.949651361,0.349416137,0.881015778,1.293717146,0.28167671,0.884875894,0.857665598,-2.455770493,-1.499081016
