region_key,region_order,marker,q_left,q_right,effective_phase_lag_rad,phase_rad,left_force_normalized,right_force_normalized
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.356194490192345,0.9929005836351616,0.22358270928421073
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.3692844595823024,0.991259337389232,0.2178879832565369
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.3823744289722595,0.9894479345039284,0.21233850747023403
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.395464398362217,0.9874675610264699,0.2069302338221055
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.4085543677521746,0.9853175166455878,0.2016597797982769
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.421644337142132,0.9829992226719434,0.19652354982171089
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.4347343065320897,0.9805121207811953,0.19151808882048965
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.447824275922047,0.977857452625435,0.18664021856164706
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.4609142453120043,0.9750350048961854,0.18188642717543524
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.474004214701962,0.97204576666315,0.17725392098026024
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.4870941840919194,0.9688898914538453,0.17273914567171664
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.500184153481877,0.9655681185212027,0.16833966156516147
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.5132741228718345,0.9620809643557326,0.164051901149312
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.526364092261792,0.9584289217560333,0.15987370179470325
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.539454061651749,0.9546128656434443,0.15580162112783588
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.5525440310417067,0.9506330463149463,0.1518334969264986
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.5656340004316642,0.9464906919372145,0.14796624722016746
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.5787239698216218,0.9421858148415861,0.1441976359646687
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.5918139392115793,0.9377199906078038,0.14052491412065998
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.604903908601537,0.9330929987132757,0.13694578464597862
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.617993877991494,0.9283066336099717,0.13345780580871786
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.6310838473814515,0.9233608138079686,0.13005863129304207
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.644173816771409,0.9182571586642123,0.12674610278256418
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.6572637861613666,0.9129959159993529,0.1235178353904281
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.670353755551324,0.907578463791558,0.12037193194646811
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.6834437249412817,0.9020053963793299,0.11730597874674077
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.696533694331239,0.8962778559635636,0.11431831901800178
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.7096236637211963,0.8903967762077454,0.11140653008760702
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.722713633111154,0.8843630696900503,0.10856914332859847
left_dominant,1,s,0.35,0.85,1.6002818202429294,2.7358036025011114,0.8781780015898273,0.1058038210485497
